gregorian calendar dates,persian calander dates,first price recorded on the day,lowest price recorded on the day,highest price recorded during the day,last price recorded on the day
2015/07/09,1394/04/18,32500,32380,32560,32380
2015/07/11,1394/04/20,32440,32440,32590,32490
2015/07/12,1394/04/21,32580,32450,32590,32500
2015/07/13,1394/04/22,32270,32120,32270,32140
2015/07/14,1394/04/23,32050,31780,32170,32160
2015/07/15,1394/04/24,32350,32180,32620,32180
2015/07/16,1394/04/25,32490,32190,32490,32300
2015/07/20,1394/04/29,32320,32290,32370,32300
2015/07/21,1394/04/30,32250,32200,32420,32350
2015/07/22,1394/04/31,32530,32380,32620,32390
2015/07/23,1394/05/01,32530,32380,32560,32380
2015/07/25,1394/05/03,32770,32570,32950,32570
2015/07/26,1394/05/04,33030,32570,33180,32950
2015/07/27,1394/05/05,32990,32860,33000,32900
2015/07/28,1394/05/06,33030,32980,33090,32980
2015/07/29,1394/05/07,33080,32990,33100,33030
2015/07/30,1394/05/08,33050,33000,33070,33000
2015/08/01,1394/05/10,33080,33060,33200,33140
2015/08/02,1394/05/11,33220,33120,33270,33150
2015/08/03,1394/05/12,33200,33130,33220,33160
2015/08/04,1394/05/13,33250,33220,33330,33240
2015/08/05,1394/05/14,33250,33250,33320,33270
2015/08/06,1394/05/15,33300,33250,33400,33250
2015/08/08,1394/05/17,33400,33380,33600,33380
2015/08/09,1394/05/18,33500,33300,33510,33390
2015/08/10,1394/05/19,33380,33360,33490,33360
2015/08/12,1394/05/21,33440,33360,33590,33460
2015/08/13,1394/05/22,33600,33450,33680,33450
2015/08/15,1394/05/24,33580,33400,33640,33400
2015/08/16,1394/05/25,33410,33390,33470,33410
2015/08/17,1394/05/26,33480,33410,33580,33410
2015/08/18,1394/05/27,33450,33450,33710,33550
2015/08/19,1394/05/28,33590,33460,33620,33460
2015/08/20,1394/05/29,33580,33490,33600,33490
2015/08/22,1394/05/31,33500,33480,33630,33480
2015/08/23,1394/06/01,33660,33500,33720,33500
2015/08/24,1394/06/02,33680,33550,33760,33550
2015/08/25,1394/06/03,33730,33580,33810,33650
2015/08/26,1394/06/04,33860,33630,34070,33630
2015/08/27,1394/06/05,33690,33550,34000,33550
2015/08/29,1394/06/07,33870,33590,33930,33590
2015/08/30,1394/06/08,33780,33670,33890,33670
2015/08/31,1394/06/09,34020,33770,34100,33770
2015/09/01,1394/06/10,34030,33960,34120,34000
2015/09/02,1394/06/11,34160,33980,34160,33980
2015/09/03,1394/06/12,34000,33850,34050,33850
2015/09/05,1394/06/14,34120,33830,34120,33830
2015/09/06,1394/06/15,33920,33920,34270,33970
2015/09/07,1394/06/16,34220,33890,34270,33890
2015/09/08,1394/06/17,34150,33830,34370,33830
2015/09/09,1394/06/18,34220,33830,34320,33850
2015/09/10,1394/06/19,33920,33850,34300,33850
2015/09/12,1394/06/21,34370,33900,34500,33900
2015/09/13,1394/06/22,34040,33980,34560,33980
2015/09/14,1394/06/23,34130,34130,34750,34200
2015/09/15,1394/06/24,34340,33950,34920,33950
2015/09/16,1394/06/25,34510,33930,34510,33930
2015/09/17,1394/06/26,33990,33850,33990,33850
2015/09/19,1394/06/28,33980,33850,34000,33850
2015/09/20,1394/06/29,34020,33830,34040,33830
2015/09/21,1394/06/30,33820,33720,33820,33720
2015/09/22,1394/06/31,34020,33880,34080,33880
2015/09/23,1394/07/01,33900,33850,33950,33850
2015/09/26,1394/07/04,33950,33840,33970,33840
2015/09/27,1394/07/05,33910,33910,34200,33930
2015/09/28,1394/07/06,34010,33920,34200,33920
2015/09/29,1394/07/07,34170,33950,34250,34090
2015/09/30,1394/07/08,34650,34090,34650,34090
2015/10/01,1394/07/09,34290,34050,34520,34050
2015/10/03,1394/07/11,34370,34090,34610,34090
2015/10/04,1394/07/12,34450,33950,34450,33950
2015/10/05,1394/07/13,34230,33990,34500,33990
2015/10/06,1394/07/14,34160,33990,34850,33990
2015/10/07,1394/07/15,34560,33990,34750,33990
2015/10/08,1394/07/16,34400,33980,34790,33980
2015/10/10,1394/07/18,34140,33980,34790,33980
2015/10/11,1394/07/19,34400,33900,34650,33900
2015/10/12,1394/07/20,34700,33890,34700,33890
2015/10/13,1394/07/21,34420,33880,34550,33880
2015/10/14,1394/07/22,33950,33880,34670,33890
2015/10/15,1394/07/23,34530,33880,34600,33880
2015/10/17,1394/07/25,34450,33870,34530,33870
2015/10/18,1394/07/26,34390,33870,34390,33870
2015/10/19,1394/07/27,34330,33810,34350,33810
2015/10/20,1394/07/28,34190,33810,34290,33810
2015/10/21,1394/07/29,34270,33830,34390,33830
2015/10/22,1394/07/30,34410,33850,34540,33850
2015/10/25,1394/08/03,34010,33850,34600,33850
2015/10/26,1394/08/04,34410,33880,34550,33880
2015/10/27,1394/08/05,34040,33890,34790,33890
2015/10/28,1394/08/06,34340,33900,34900,33900
2015/10/29,1394/08/07,34090,33890,34850,33890
2015/10/31,1394/08/09,34080,33890,34820,33890
2015/11/01,1394/08/10,34980,33950,34980,33950
2015/11/02,1394/08/11,34150,33940,34980,33940
2015/11/03,1394/08/12,34550,33940,34950,33940
2015/11/04,1394/08/13,34990,33930,34990,33930
2015/11/05,1394/08/14,34950,33890,34950,33890
2015/11/07,1394/08/16,34950,33930,34970,33930
2015/11/08,1394/08/17,35080,33950,35120,33950
2015/11/09,1394/08/18,34200,33960,35350,33960
2015/11/10,1394/08/19,35190,33950,35500,33950
2015/11/11,1394/08/20,35070,33940,35350,33940
2015/11/12,1394/08/21,34790,33930,35450,33930
2015/11/14,1394/08/23,35580,33990,35650,33990
2015/11/15,1394/08/24,34330,33940,35700,33940
2015/11/16,1394/08/25,35590,33940,35590,33940
2015/11/17,1394/08/26,34260,33940,35530,33940
2015/11/18,1394/08/27,34270,33930,35590,33930
2015/11/19,1394/08/28,35610,33930,35610,33930
2015/11/21,1394/08/30,34590,33930,35570,33930
2015/11/22,1394/09/01,34900,33940,35690,33940
2015/11/23,1394/09/02,35750,33940,35750,33940
2015/11/24,1394/09/03,35420,33980,35810,33980
2015/11/25,1394/09/04,35870,33990,35930,33990
2015/11/26,1394/09/05,35990,33920,35990,33920
2015/11/27,1394/09/06,33930,33930,33930,33930
2015/11/28,1394/09/07,33920,33920,36390,33990
2015/11/29,1394/09/08,36530,33990,36530,33990
2015/11/30,1394/09/09,35080,33990,35830,33990
2015/12/01,1394/09/10,34170,33990,36470,33990
2015/12/03,1394/09/12,34330,33970,36350,33970
2015/12/05,1394/09/14,36190,33970,36190,33970
2015/12/06,1394/09/15,36000,33970,36000,33970
2015/12/07,1394/09/16,35780,33960,36390,33960
2015/12/08,1394/09/17,36200,33960,36200,33960
2015/12/09,1394/09/18,34450,33950,36400,33950
2015/12/13,1394/09/22,36250,33940,36290,33940
2015/12/14,1394/09/23,36240,33940,36290,33940
2015/12/15,1394/09/24,34300,33940,36100,33940
2015/12/16,1394/09/25,34320,33970,36230,33970
2015/12/17,1394/09/26,34390,33890,36450,33890
2015/12/19,1394/09/28,34300,33800,36340,33800
2015/12/20,1394/09/29,34040,33850,36190,33850
2015/12/21,1394/09/30,34100,33840,36340,33840
2015/12/22,1394/10/01,36290,33860,36400,33860
2015/12/23,1394/10/02,34120,33870,36530,33870
2015/12/24,1394/10/03,34140,33880,36580,33880
2015/12/26,1394/10/05,34160,33800,34160,33850
2015/12/27,1394/10/06,34120,33800,36590,33800
2015/12/28,1394/10/07,34070,33800,36520,33800
2015/12/30,1394/10/09,34070,33830,36520,33830
2015/12/31,1394/10/10,35150,33870,36720,33870
2016/01/02,1394/10/12,35650,33840,35650,33840
2016/01/03,1394/10/13,36560,33840,36580,33840
2016/01/04,1394/10/14,34120,33840,36660,33890
2016/01/05,1394/10/15,34180,33940,36230,33940
2016/01/06,1394/10/16,34240,33940,36950,33940
2016/01/07,1394/10/17,34230,33940,36280,33940
2016/01/09,1394/10/19,34250,33990,36280,33990
2016/01/10,1394/10/20,34310,33950,37210,33950
2016/01/11,1394/10/21,34250,33890,36990,33890
2016/01/12,1394/10/22,34180,33880,36490,33880
2016/01/13,1394/10/23,34160,33870,36690,33870
2016/01/14,1394/10/24,34120,33850,36160,33850
2016/01/16,1394/10/26,36200,33840,36200,33840
2016/01/17,1394/10/27,35850,33840,36090,33840
2016/01/18,1394/10/28,36020,33840,36020,33840
2016/01/19,1394/10/29,35850,33830,35960,33830
2016/01/20,1394/10/30,35850,33840,35850,33840
2016/01/21,1394/11/01,35040,33830,35040,33830
2016/01/23,1394/11/03,36280,33870,36280,33870
2016/01/24,1394/11/04,35890,33870,36470,33870
2016/01/25,1394/11/05,35880,33850,36340,33850
2016/01/26,1394/11/06,36430,33850,36430,33850
2016/01/27,1394/11/07,36500,33840,36500,33840
2016/01/28,1394/11/08,35860,33840,36270,33840
2016/01/30,1394/11/10,34640,33820,36260,33820
2016/01/31,1394/11/11,36050,33840,36050,33840
2016/02/01,1394/11/12,36250,33830,36250,33830
2016/02/02,1394/11/13,35570,33830,36180,33830
2016/02/03,1394/11/14,34430,33820,36220,33820
2016/02/04,1394/11/15,34260,33820,35990,33820
2016/02/06,1394/11/17,34330,33810,35850,33810
2016/02/07,1394/11/18,34270,33800,35640,33800
2016/02/08,1394/11/19,35360,33800,35600,33800
2016/02/09,1394/11/20,34210,33800,35440,33800
2016/02/10,1394/11/21,34100,33800,35000,33800
2016/02/13,1394/11/24,34660,33800,34970,33800
2016/02/14,1394/11/25,34590,33800,34620,33800
2016/02/15,1394/11/26,34000,33840,34540,33840
2016/02/16,1394/11/27,33960,33960,34430,34430
2016/02/17,1394/11/28,34560,34560,34690,34620
2016/02/18,1394/11/29,34820,34710,34890,34710
2016/02/20,1394/12/01,34690,34450,34690,34450
2016/02/21,1394/12/02,34440,34370,34540,34500
2016/02/22,1394/12/03,34540,34540,34800,34540
2016/02/23,1394/12/04,34550,34550,34720,34650
2016/02/24,1394/12/05,34660,34660,34740,34680
2016/02/25,1394/12/06,34890,34750,34890,34750
2016/02/27,1394/12/08,34880,34850,34990,34850
2016/02/28,1394/12/09,34810,34550,34850,34550
2016/02/29,1394/12/10,34580,34550,34700,34550
2016/03/01,1394/12/11,34560,34540,34620,34540
2016/03/02,1394/12/12,34660,34540,34760,34540
2016/03/03,1394/12/13,34560,34450,34570,34450
2016/03/05,1394/12/15,34430,34250,34440,34250
2016/03/06,1394/12/16,34260,34260,34340,34340
2016/03/07,1394/12/17,34300,34230,34330,34260
2016/03/08,1394/12/18,34250,34050,34250,34080
2016/03/09,1394/12/19,34120,34090,34270,34240
2016/03/10,1394/12/20,34450,34370,34460,34370
2016/03/12,1394/12/22,34290,34270,34290,34270
2016/03/14,1394/12/24,34180,34140,34270,34180
2016/03/15,1394/12/25,34240,34240,34310,34290
2016/03/16,1394/12/26,34330,34300,34370,34300
2016/03/17,1394/12/27,34250,34250,34250,34250
2016/03/26,1395/01/07,34300,34300,34750,34680
2016/03/27,1395/01/08,34660,34660,34670,34660
2016/03/29,1395/01/10,34960,34960,35140,35130
2016/03/30,1395/01/11,34890,34820,34890,34820
2016/03/31,1395/01/12,34850,34850,34850,34850
2016/04/02,1395/01/14,34890,34750,34940,34750
2016/04/03,1395/01/15,34720,34490,34720,34490
2016/04/04,1395/01/16,34500,34480,34610,34500
2016/04/05,1395/01/17,34700,34700,34780,34760
2016/04/06,1395/01/18,34910,34690,34930,34700
2016/04/07,1395/01/19,34800,34650,34800,34650
2016/04/08,1395/01/20,34650,34650,34650,34650
2016/04/09,1395/01/21,34670,34670,34690,34690
2016/04/10,1395/01/22,34760,34720,34800,34720
2016/04/11,1395/01/23,34750,34700,34750,34700
2016/04/12,1395/01/24,34820,34690,34820,34690
2016/04/13,1395/01/25,34670,34630,34690,34660
2016/04/14,1395/01/26,34650,34590,34650,34620
2016/04/16,1395/01/28,34740,34640,34740,34640
2016/04/17,1395/01/29,34700,34550,34700,34550
2016/04/18,1395/01/30,34590,34510,34590,34510
2016/04/19,1395/01/31,34540,34540,34640,34640
2016/04/20,1395/02/01,34680,34580,34680,34580
2016/04/23,1395/02/04,34630,34590,34630,34590
2016/04/24,1395/02/05,34650,34650,34710,34690
2016/04/25,1395/02/06,34700,34670,34730,34670
2016/04/26,1395/02/07,34660,34600,34660,34600
2016/04/27,1395/02/08,34650,34600,34650,34600
2016/04/28,1395/02/09,34630,34570,34630,34570
2016/04/30,1395/02/11,34560,34530,34570,34550
2016/05/01,1395/02/12,34540,34480,34540,34510
2016/05/02,1395/02/13,34570,34500,34620,34500
2016/05/03,1395/02/14,34560,34470,34570,34470
2016/05/04,1395/02/15,34480,34420,34480,34430
2016/05/07,1395/02/18,34440,34300,34440,34440
2016/05/08,1395/02/19,34450,34420,34510,34460
2016/05/09,1395/02/20,34450,34390,34450,34450
2016/05/10,1395/02/21,34510,34500,34540,34500
2016/05/11,1395/02/22,34510,34490,34580,34490
2016/05/12,1395/02/23,34500,34430,34500,34430
2016/05/14,1395/02/25,34400,34400,34400,34400
2016/05/15,1395/02/26,34390,34360,34420,34420
2016/05/16,1395/02/27,34450,34390,34460,34390
2016/05/17,1395/02/28,34410,34370,34410,34370
2016/05/18,1395/02/29,34380,34350,34380,34370
2016/05/19,1395/02/30,34410,34370,34420,34370
2016/05/21,1395/03/01,34400,34390,34400,34390
2016/05/23,1395/03/03,34400,34400,34500,34490
2016/05/24,1395/03/04,34540,34520,34560,34550
2016/05/25,1395/03/05,34640,34540,34640,34540
2016/05/26,1395/03/06,34570,34550,34600,34550
2016/05/28,1395/03/08,34700,34700,34840,34790
2016/05/29,1395/03/09,34830,34690,34830,34700
2016/05/30,1395/03/10,34690,34580,34710,34630
2016/05/31,1395/03/11,34650,34650,34740,34650
2016/06/01,1395/03/12,34630,34600,34650,34650
2016/06/02,1395/03/13,34720,34710,34750,34710
2016/06/03,1395/03/14,34700,34700,34710,34710
2016/06/04,1395/03/15,34700,34700,34710,34710
2016/06/05,1395/03/16,34700,34670,34700,34670
2016/06/06,1395/03/17,34660,34530,34660,34530
2016/06/07,1395/03/18,34540,34540,34580,34550
2016/06/08,1395/03/19,34560,34520,34590,34580
2016/06/09,1395/03/20,34590,34590,34600,34600
2016/06/11,1395/03/22,34620,34610,34660,34610
2016/06/12,1395/03/23,34590,34580,34600,34600
2016/06/13,1395/03/24,34580,34530,34580,34530
2016/06/14,1395/03/25,34560,34560,34600,34590
2016/06/15,1395/03/26,34580,34580,34640,34600
2016/06/16,1395/03/27,34590,34550,34590,34550
2016/06/18,1395/03/29,34540,34540,34540,34540
2016/06/19,1395/03/30,34560,34540,34570,34540
2016/06/20,1395/03/31,34550,34550,34580,34550
2016/06/21,1395/04/01,34570,34570,34610,34600
2016/06/22,1395/04/02,34620,34620,34650,34630
2016/06/25,1395/04/05,34550,34550,34610,34610
2016/06/26,1395/04/06,34710,34710,34890,34850
2016/06/28,1395/04/08,34870,34870,35000,34890
2016/06/29,1395/04/09,34910,34910,35190,35190
2016/06/30,1395/04/10,35310,35290,35370,35290
2016/07/02,1395/04/12,35340,35110,35350,35160
2016/07/03,1395/04/13,35120,34790,35120,34790
2016/07/04,1395/04/14,34830,34680,34880,34870
2016/07/05,1395/04/15,34930,34780,34930,34870
2016/07/09,1395/04/19,34900,34760,34900,34830
2016/07/10,1395/04/20,34810,34750,35030,34970
2016/07/11,1395/04/21,35070,34940,35070,35010
2016/07/12,1395/04/22,35290,35070,35290,35120
2016/07/13,1395/04/23,35320,34990,35320,35010
2016/07/14,1395/04/24,35130,34990,35220,35040
2016/07/16,1395/04/26,35120,35080,35210,35110
2016/07/17,1395/04/27,35150,34940,35150,35120
2016/07/18,1395/04/28,35270,34990,35270,35150
2016/07/19,1395/04/29,35080,35000,35230,35190
2016/07/20,1395/04/30,35150,35030,35210,35130
2016/07/21,1395/04/31,35080,35030,35180,35030
2016/07/23,1395/05/02,35100,35070,35120,35090
2016/07/24,1395/05/03,35170,35140,35170,35170
2016/07/25,1395/05/04,35150,35080,35220,35110
2016/07/26,1395/05/05,35250,35170,35250,35180
2016/07/27,1395/05/06,35370,35180,35370,35180
2016/07/28,1395/05/07,35380,35120,35440,35440
2016/07/31,1395/05/10,35410,35300,35410,35380
2016/08/01,1395/05/11,35350,35270,35370,35280
2016/08/02,1395/05/12,35380,35340,35400,35400
2016/08/03,1395/05/13,35360,35290,35420,35310
2016/08/04,1395/05/14,35350,35120,35380,35170
2016/08/06,1395/05/16,35320,35210,35320,35270
2016/08/07,1395/05/17,35390,35290,35390,35330
2016/08/08,1395/05/18,35390,35350,35420,35400
2016/08/09,1395/05/19,35380,35280,35450,35450
2016/08/10,1395/05/20,35430,35310,35490,35350
2016/08/11,1395/05/21,35540,35340,35580,35380
2016/08/12,1395/05/22,35280,35280,35280,35280
2016/08/13,1395/05/23,35350,35350,35540,35520
2016/08/14,1395/05/24,35350,35310,35490,35310
2016/08/15,1395/05/25,35640,35290,35640,35430
2016/08/16,1395/05/26,35210,35210,35490,35430
2016/08/17,1395/05/27,35320,35280,35510,35420
2016/08/18,1395/05/28,35440,35340,35530,35450
2016/08/20,1395/05/30,35520,35120,35540,35120
2016/08/21,1395/05/31,35370,35270,35510,35270
2016/08/22,1395/06/01,35390,35350,35510,35470
2016/08/23,1395/06/02,35570,35380,35570,35420
2016/08/24,1395/06/03,35680,35400,35680,35430
2016/08/25,1395/06/04,35430,35300,35480,35300
2016/08/27,1395/06/06,35390,35390,35600,35560
2016/08/28,1395/06/07,35700,35480,35700,35500
2016/08/29,1395/06/08,35580,35450,35580,35550
2016/08/30,1395/06/09,35510,35490,35640,35550
2016/08/31,1395/06/10,35480,35480,35640,35550
2016/09/01,1395/06/11,35470,35430,35630,35570
2016/09/03,1395/06/13,35700,35550,35700,35590
2016/09/04,1395/06/14,35640,35560,35650,35650
2016/09/05,1395/06/15,35590,35430,35700,35520
2016/09/06,1395/06/16,35490,35470,35610,35550
2016/09/07,1395/06/17,35560,35460,35580,35540
2016/09/08,1395/06/18,35610,35450,35610,35570
2016/09/10,1395/06/20,35530,35450,35560,35450
2016/09/11,1395/06/21,35520,35420,35550,35500
2016/09/13,1395/06/23,35500,35470,35610,35610
2016/09/14,1395/06/24,35510,35480,35630,35630
2016/09/15,1395/06/25,35550,35490,35720,35720
2016/09/17,1395/06/27,35540,35400,35630,35620
2016/09/18,1395/06/28,35740,35490,35740,35600
2016/09/19,1395/06/29,35710,35520,35710,35520
2016/09/21,1395/06/31,35600,35590,35650,35600
2016/09/22,1395/07/01,35760,35520,35760,35540
2016/09/24,1395/07/03,35670,35610,35670,35630
2016/09/25,1395/07/04,35720,35650,35740,35680
2016/09/26,1395/07/05,35700,35640,35760,35700
2016/09/27,1395/07/06,35800,35670,35800,35730
2016/09/28,1395/07/07,35750,35610,35760,35610
2016/09/29,1395/07/08,35800,35740,35810,35800
2016/10/01,1395/07/10,35800,35620,35870,35830
2016/10/02,1395/07/11,35700,35700,35860,35770
2016/10/03,1395/07/12,35850,35800,35850,35810
2016/10/04,1395/07/13,35880,35830,35880,35860
2016/10/05,1395/07/14,35890,35670,35890,35870
2016/10/06,1395/07/15,35880,35720,35880,35720
2016/10/08,1395/07/17,35800,35400,35870,35850
2016/10/09,1395/07/18,35810,35790,35820,35810
2016/10/10,1395/07/19,35900,35810,35900,35850
2016/10/13,1395/07/22,35950,35800,35950,35850
2016/10/15,1395/07/24,35890,35880,35970,35880
2016/10/16,1395/07/25,35970,35880,35980,35880
2016/10/17,1395/07/26,35950,35440,35950,35850
2016/10/18,1395/07/27,35950,35800,35950,35830
2016/10/19,1395/07/28,35900,35820,35900,35850
2016/10/20,1395/07/29,35910,35780,35920,35850
2016/10/22,1395/08/01,35850,35850,35880,35880
2016/10/23,1395/08/02,35920,35790,35920,35910
2016/10/24,1395/08/03,35870,35870,35950,35950
2016/10/25,1395/08/04,35950,35680,35980,35680
2016/10/26,1395/08/05,35920,35770,36080,36050
2016/10/27,1395/08/06,35800,35800,36180,36180
2016/10/29,1395/08/08,36120,36010,36150,36080
2016/10/30,1395/08/09,36190,35830,36190,36110
2016/10/31,1395/08/10,36190,36110,36210,36190
2016/11/01,1395/08/11,36280,36210,36280,36270
2016/11/02,1395/08/12,36300,36190,36300,36230
2016/11/03,1395/08/13,36240,36080,36270,36200
2016/11/05,1395/08/15,36120,36120,36280,36230
2016/11/06,1395/08/16,36180,36180,36290,36290
2016/11/07,1395/08/17,36320,36230,36320,36250
2016/11/08,1395/08/18,35750,35750,36460,36400
2016/11/09,1395/08/19,36310,36310,36520,36480
2016/11/10,1395/08/20,36590,36390,36590,36570
2016/11/12,1395/08/22,36560,36480,36680,36480
2016/11/13,1395/08/23,36440,36440,36590,36550
2016/11/14,1395/08/24,36650,36500,36690,36680
2016/11/15,1395/08/25,36670,36660,36700,36680
2016/11/16,1395/08/26,36660,36660,36750,36740
2016/11/17,1395/08/27,36800,36710,36920,36850
2016/11/19,1395/08/29,36900,36420,36900,36810
2016/11/21,1395/09/01,36720,36320,36760,36730
2016/11/22,1395/09/02,36840,36680,36840,36770
2016/11/23,1395/09/03,36880,36800,37110,37030
2016/11/24,1395/09/04,37050,37050,37240,37180
2016/11/26,1395/09/06,37040,36990,37490,37460
2016/11/27,1395/09/07,37180,37180,37940,37910
2016/11/29,1395/09/09,38050,37920,38740,38710
2016/12/01,1395/09/11,38850,37890,38850,38290
2016/12/03,1395/09/13,38130,37830,38150,38020
2016/12/04,1395/09/14,38800,38470,39220,38950
2016/12/05,1395/09/15,38390,38390,38990,38960
2016/12/06,1395/09/16,39150,38680,39150,38880
2016/12/07,1395/09/17,38990,38720,38990,38760
2016/12/08,1395/09/18,38990,38840,38990,38990
2016/12/10,1395/09/20,39130,38900,39130,38990
2016/12/11,1395/09/21,39100,38850,39100,38910
2016/12/12,1395/09/22,39000,38680,39000,38680
2016/12/13,1395/09/23,38750,38750,38990,38970
2016/12/14,1395/09/24,39160,39110,39200,39140
2016/12/15,1395/09/25,39200,39190,39280,39280
2016/12/18,1395/09/28,39100,39100,39310,39280
2016/12/19,1395/09/29,39300,39110,39300,39170
2016/12/20,1395/09/30,39220,39160,39320,39180
2016/12/21,1395/10/01,39370,39370,39780,39780
2016/12/22,1395/10/02,39790,39780,39910,39850
2016/12/24,1395/10/04,39830,39770,39880,39880
2016/12/25,1395/10/05,40030,39750,40680,40660
2016/12/26,1395/10/06,40530,40220,40890,40720
2016/12/27,1395/10/07,40830,40830,41210,41210
2016/12/28,1395/10/08,40570,40570,41230,40750
2016/12/29,1395/10/09,40770,40190,40770,40290
2016/12/31,1395/10/11,40200,39480,40260,39480
2017/01/01,1395/10/12,39260,38270,39260,38350
2017/01/02,1395/10/13,38260,38260,38810,38790
2017/01/03,1395/10/14,38800,38800,39190,39140
2017/01/04,1395/10/15,39200,38790,39200,39000
2017/01/05,1395/10/16,39050,38940,39080,39030
2017/01/07,1395/10/18,39090,39010,39110,39040
2017/01/08,1395/10/19,39550,39420,39560,39450
2017/01/09,1395/10/20,39480,39480,39660,39650
2017/01/11,1395/10/22,39660,39510,39790,39790
2017/01/12,1395/10/23,39800,39670,39820,39790
2017/01/14,1395/10/25,39810,39480,39850,39510
2017/01/15,1395/10/26,39470,39160,39470,39440
2017/01/16,1395/10/27,39400,39090,39410,39140
2017/01/17,1395/10/28,39080,38340,39460,38340
2017/01/18,1395/10/29,38670,38130,38670,38200
2017/01/19,1395/10/30,38420,38120,38420,38240
2017/01/21,1395/11/02,38270,37870,38370,38080
2017/01/22,1395/11/03,38050,37890,38350,38330
2017/01/23,1395/11/04,38290,38280,38590,38500
2017/01/24,1395/11/05,38450,38450,38850,38540
2017/01/25,1395/11/06,38560,38490,38640,38600
2017/01/26,1395/11/07,38650,38550,38650,38580
2017/01/28,1395/11/09,38660,38570,38730,38590
2017/01/29,1395/11/10,38600,38430,38630,38510
2017/01/30,1395/11/11,38530,38210,38530,38230
2017/01/31,1395/11/12,38220,38130,38250,38210
2017/02/01,1395/11/13,38260,38200,38310,38260
2017/02/02,1395/11/14,38250,38160,38250,38240
2017/02/04,1395/11/16,38260,38260,38440,38430
2017/02/05,1395/11/17,38440,38440,38700,38520
2017/02/06,1395/11/18,38540,38470,38560,38470
2017/02/07,1395/11/19,38480,38300,38480,38360
2017/02/08,1395/11/20,38370,38260,38370,38260
2017/02/09,1395/11/21,38250,38180,38270,38260
2017/02/11,1395/11/23,38320,38290,38360,38290
2017/02/12,1395/11/24,38270,38230,38380,38230
2017/02/13,1395/11/25,38220,38140,38230,38140
2017/02/14,1395/11/26,38130,38060,38140,38080
2017/02/15,1395/11/27,38140,38140,38250,38150
2017/02/16,1395/11/28,38140,38100,38150,38110
2017/02/18,1395/11/30,38100,38000,38110,38020
2017/02/19,1395/12/01,38010,37920,38130,37930
2017/02/20,1395/12/02,37920,37890,37920,37900
2017/02/21,1395/12/03,37910,37860,38430,37870
2017/02/22,1395/12/04,38680,37780,38680,37800
2017/02/23,1395/12/05,37790,37780,37810,37800
2017/02/25,1395/12/07,37810,37770,37820,37780
2017/02/26,1395/12/08,37790,37790,37810,37810
2017/02/27,1395/12/09,37830,37780,38200,37790
2017/02/28,1395/12/10,37780,37720,37790,37790
2017/03/01,1395/12/11,37800,37800,37850,37840
2017/03/02,1395/12/12,37830,37830,37830,37830
2017/03/04,1395/12/14,37840,37810,37850,37810
2017/03/05,1395/12/15,37800,37730,37800,37740
2017/03/06,1395/12/16,37730,37610,37730,37610
2017/03/07,1395/12/17,37600,37460,37600,37460
2017/03/08,1395/12/18,37450,37230,37450,37240
2017/03/09,1395/12/19,37250,37250,37540,37490
2017/03/11,1395/12/21,37520,37520,37660,37590
2017/03/12,1395/12/22,37580,37480,37600,37490
2017/03/13,1395/12/23,37500,37430,37510,37500
2017/03/14,1395/12/24,37490,37460,37980,37630
2017/03/15,1395/12/25,37650,37650,37970,37950
2017/03/16,1395/12/26,37920,37540,37920,37570
2017/03/18,1395/12/28,37590,37460,37590,37480
2017/03/21,1396/01/01,37520,37450,37520,37480
2017/03/23,1396/01/03,37510,37480,37510,37480
2017/03/25,1396/01/05,37580,37550,37670,37670
2017/03/26,1396/01/06,37650,37540,37680,37540
2017/03/27,1396/01/07,37570,37330,37640,37640
2017/03/28,1396/01/08,38550,37630,38550,37660
2017/03/29,1396/01/09,37630,37500,37630,37520
2017/03/30,1396/01/10,37480,37390,37480,37400
2017/04/03,1396/01/14,37510,37490,37730,37690
2017/04/04,1396/01/15,37700,37530,37700,37530
2017/04/05,1396/01/16,37490,37490,37650,37650
2017/04/06,1396/01/17,37630,37610,37650,37610
2017/04/08,1396/01/19,37620,37580,37630,37610
2017/04/09,1396/01/20,37600,37600,37640,37630
2017/04/10,1396/01/21,37650,37620,37670,37630
2017/04/12,1396/01/23,37650,37590,37650,37630
2017/04/13,1396/01/24,37620,37590,37620,37590
2017/04/15,1396/01/26,37570,37570,37610,37600
2017/04/16,1396/01/27,37590,37550,37590,37550
2017/04/17,1396/01/28,37560,37540,37570,37550
2017/04/18,1396/01/29,37540,37500,37540,37500
2017/04/19,1396/01/30,37490,37490,37510,37490
2017/04/20,1396/01/31,37500,37470,37500,37480
2017/04/22,1396/02/02,37490,37480,37500,37490
2017/04/23,1396/02/03,37500,37500,37530,37530
2017/04/24,1396/02/04,37540,37530,37540,37530
2017/04/26,1396/02/06,37550,37550,37620,37600
2017/04/27,1396/02/07,37610,37610,37620,37620
2017/04/29,1396/02/09,37640,37640,37730,37730
2017/04/30,1396/02/10,37740,37730,37820,37730
2017/05/01,1396/02/11,37710,37660,37730,37670
2017/05/02,1396/02/12,37660,37620,37680,37620
2017/05/03,1396/02/13,37630,37620,37650,37650
2017/05/04,1396/02/14,37660,37660,37700,37700
2017/05/06,1396/02/16,37710,37620,37750,37630
2017/05/07,1396/02/17,37620,37580,37620,37590
2017/05/08,1396/02/18,37580,37570,37600,37570
